15632515,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632516,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632517,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632518,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632519,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632520,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632521,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632522,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632523,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
15632524,1,ما هي عاصمة جمهورية مصر العربية ؟,الخرطوم,طرابلس,القاهرة,الاسكندرية,القاهرة,"القاهرة هي عاصمة جمهورية مصر العربية وأكبر وأهم مدنها على الإطلاق، وتعد أكبر مدينة عربية من حيث تعداد السكان والمساحة، وتحتل المركز الثاني أفريقياً والسابع عشر عالمياً من حيث التعداد السكاني، يبلغ عدد سكانها 9.7 مليون نسمة حسب إحصائيات عام 2018 يمثلون 10.6% من إجمالي تعداد سكان مصر."
